Z,N,UQ,DQ,Mass Excess [MeV],Mass Error,Mass Estimated,Neutron separation energy [MeV],Separation Error,Seperation Estimated
83,127,293,337,-14.791979,0.001363,0,4.60463,0.00008,0
83,128,294,339,-11.859131,0.005442,0,5.13847,0.00545,0
83,129,295,341,-8.117954,0.001854,0,4.33014,0.0056,0
83,130,296,343,-5.231635,0.005082,0,5.185,0.00527,0
83,131,297,345,-1.200753,0.011209,0,4.04044,0.01225,0
83,132,298,347,1.629322,0.005624,0,5.24124,0.01251,0
83,133,299,349,5.873991,0.011178,0,3.82665,0.01251,0
83,134,300,351,8.729962,0.017698,0,5.21535,0.02093,0
83,135,301,353,13.216037,0.027013,0,3.58524,0.03229,0
83,136,302,355,16.283,0.196,1,5.005,0.197,1
83,137,303,357,20.819,0.298,1,3.535,0.357,1
83,138,304,359,24.098,0.298,1,4.792,0.422,1
83,139,305,361,28.729,0.3,1,3.44,0.423,1
83,140,306,363,32.137,0.401,1,4.664,0.5,1
83,141,307,365,36.83,0.4,1,3.378,0.566,1
84,102,270,288,4.100974,0.018286,0,NaN,NaN,
84,103,271,290,2.828597,0.031898,0,9.34369,0.03677,0
84,104,272,292,-0.544313,0.019973,0,11.44423,0.03763,0
84,105,273,294,-1.422005,0.022059,0,8.94901,0.02976,0
84,106,274,296,-4.563837,0.013465,0,11.21315,0.02584,0
84,107,275,298,-5.068735,0.007103,0,8.57622,0.01522,0
84,108,276,300,-8.070661,0.01111,0,11.07324,0.01318,0
84,109,277,302,-8.325318,0.014531,0,8.32597,0.01828,0
84,110,278,304,-11.004655,0.012911,0,10.75065,0.01943,0
84,111,279,306,-11.056259,0.037364,0,8.12292,0.03953,0
84,112,280,308,-13.473042,0.013512,0,10.4881,0.03973,0
84,113,281,310,-13.35799,0.049679,0,7.95627,0.05148,0
84,114,282,312,-15.473352,0.017424,0,10.18668,0.05265,0
84,115,283,314,-15.208483,0.01806,0,7.80645,0.02508,0
84,116,284,316,-16.941761,0.007579,0,9.8046,0.01956,0
84,117,285,318,-16.521185,0.004942,0,7.65074,0.00901,0
84,118,286,320,-17.941616,0.00867,0,9.49175,0.00996,0
84,119,287,322,-17.310889,0.008655,0,7.44059,0.01225,0
84,120,288,324,-18.341244,0.011013,0,9.10167,0.01401,0
84,121,289,326,-17.521398,0.010059,0,7.25147,0.01491,0
84,122,290,328,-18.188674,0.004012,0,8.73859,0.01083,0
84,123,291,330,-17.145775,0.006659,0,7.02842,0.00775,0
84,124,292,332,-17.469596,0.001737,0,8.39514,0.00669,0
84,125,293,334,-16.366092,0.001778,0,6.96781,0.00189,0
84,126,294,336,-15.953137,0.001146,0,7.65836,0.00136,0
84,127,295,338,-12.432571,0.001255,0,4.55075,0.00052,0
84,128,296,340,-10.369487,0.001152,0,6.00823,0.00052,0
84,129,297,342,-6.653584,0.003053,0,4.35541,0.00286,0
84,130,298,344,-4.470046,0.001449,0,5.88778,0.00283,0
84,131,299,346,-0.541706,0.002121,0,4.14298,0.00246,0
84,132,300,348,1.78242,0.001816,0,5.74719,0.00229,0
84,133,301,350,5.883518,0.006544,0,3.97022,0.00663,0
84,134,302,352,8.356901,0.001973,0,5.59793,0.00666,0
84,135,303,354,12.681359,0.015835,0,3.74686,0.01596,0
84,136,304,356,15.263461,0.017698,0,5.48922,0.02375,0
84,137,305,358,19.773755,0.019561,0,3.56102,0.02638,0
84,138,306,360,22.486265,0.040054,0,5.35881,0.04458,0
84,139,307,362,27.079,0.196,1,3.479,0.2,1
84,140,308,364,29.91,0.196,1,5.24,0.277,1
84,141,309,366,34.53,0.298,1,3.451,0.357,1
84,142,310,368,37.549,0.401,1,5.053,0.499,1
84,143,311,370,42.281,0.401,1,3.339,0.566,1
85,106,276,297,3.863917,0.016103,0,NaN,NaN,
85,107,277,299,2.925854,0.027876,0,9.00938,0.03219,0
85,108,278,301,-0.06732,0.021632,0,11.06449,0.03528,0
85,109,279,303,-0.720163,0.024931,0,8.72416,0.03301,0
85,110,280,305,-3.470295,0.009573,0,10.82145,0.02671,0
85,111,281,307,-3.914677,0.030284,0,8.5157,0.03176,0
85,112,282,309,-6.35525,0.007983,0,10.51189,0.03132,0
85,113,283,311,-6.714513,0.005868,0,8.43058,0.00991,0
85,114,284,313,-8.823372,0.005384,0,10.18018,0.00796,0
85,115,285,315,-8.987892,0.024465,0,8.23584,0.02505,0
85,116,286,317,-10.789438,0.008184,0,9.87286,0.0258,0
85,117,287,319,-10.590732,0.027977,0,7.87261,0.02915,0
85,118,288,321,-12.162557,0.010576,0,9.64314,0.02991,0
85,119,289,323,-11.875433,0.022288,0,7.78419,0.02467,0
85,120,290,325,-12.971946,0.015085,0,9.16783,0.02691,0
85,121,291,327,-12.429718,0.015056,0,7.52909,0.02125,0
85,122,292,329,-13.227416,0.012406,0,8.86902,0.01949,0
85,123,293,331,-12.469871,0.008921,0,7.31377,0.01527,0
85,124,294,333,-12.882613,0.005102,0,8.48406,0.01028,0
85,125,295,335,-11.972177,0.007695,0,7.16088,0.00917,0
85,126,296,337,-11.647264,0.002729,0,7.7464,0.00801,0
85,127,297,339,-8.628221,0.002384,0,5.05227,0.00307,0
85,128,298,341,-6.579595,0.004898,0,6.02269,0.00509,0
85,129,299,343,-3.379831,0.004298,0,4.87155,0.00622,0
85,130,300,345,-1.255756,0.006799,0,5.94724,0.00794,0
85,131,301,347,2.256666,0.003575,0,4.5589,0.00757,0
85,132,302,349,4.394635,0.005001,0,5.93335,0.00603,0
85,133,303,351,8.098162,0.011604,0,4.36779,0.01258,0
85,134,304,353,10.396076,0.003237,0,5.7734,0.01201,0
85,135,305,355,14.375747,0.013972,0,4.09165,0.01434,0
85,136,306,357,16.782727,0.013972,0,5.66434,0.01976,0
85,137,307,359,20.953026,0.015835,0,3.90102,0.02112,0
85,138,308,361,23.428006,0.013972,0,5.59634,0.02112,0
85,139,309,363,27.711015,0.022356,0,3.78831,0.02636,0
85,140,310,365,30.395,0.298,1,5.388,0.299,1
85,141,311,367,34.614,0.298,1,3.852,0.422,1
85,142,312,369,37.483,0.298,1,5.202,0.422,1
85,143,313,371,41.684,0.401,1,3.87,0.499,1
85,144,314,373,44.823,0.401,1,4.932,0.566,1
86,107,279,300,9.042911,0.025112,0,NaN,NaN,
86,108,280,302,5.723495,0.016899,0,11.39073,0.03027,0
86,109,281,304,5.050281,0.050502,0,8.74453,0.05325,0
86,110,282,306,1.970991,0.014417,0,11.15061,0.05252,0
86,111,283,308,1.510353,0.016193,0,8.53196,0.02167,0
86,112,284,310,-1.230358,0.01342,0,10.81203,0.02102,0
86,113,285,312,-1.499451,0.037588,0,8.34041,0.03991,0
86,114,286,314,-4.004765,0.013681,0,10.57663,0.04,0
86,115,287,316,-4.072324,0.049732,0,8.13888,0.05158,0
86,116,288,318,-6.274635,0.01752,0,10.27363,0.05273,0
86,117,289,320,-6.153699,0.018179,0,7.95038,0.02523,0
86,118,290,322,-7.970193,0.007444,0,9.88781,0.01962,0
86,119,291,324,-7.709786,0.00508,0,7.81091,0.00897,0
86,120,292,326,-9.132965,0.008591,0,9.4945,0.00996,0
86,121,293,328,-8.634762,0.008497,0,7.57311,0.01208,0
86,122,294,330,-9.655591,0.011138,0,9.09215,0.01401,0
86,123,295,332,-8.941049,0.00996,0,7.35678,0.01494,0
86,124,296,334,-9.60477,0.004557,0,8.73504,0.01095,0
86,125,297,336,-8.755404,0.006813,0,7.22195,0.00817,0
86,126,298,338,-8.659608,0.003145,0,7.97552,0.00733,0
86,127,299,340,-5.696026,0.00337,0,5.10774,0.00432,0
86,128,300,342,-4.319742,0.009187,0,6.69503,0.00965,0
86,129,301,344,-1.168561,0.007672,0,4.92014,0.01186,0
86,130,302,346,0.252868,0.005994,0,6.64989,0.0096,0
86,131,303,348,3.658501,0.004198,0,4.66568,0.00715,0
86,132,304,350,5.217347,0.002316,0,6.51247,0.00444,0
86,133,305,352,8.829402,0.0021,0,4.45926,0.00302,0
86,134,306,354,10.612077,0.001815,0,6.28864,0.00227,0
86,135,307,356,14.47142,0.005714,0,4.21197,0.00581,0
86,136,308,358,16.372206,0.00195,0,6.17053,0.00584,0
86,137,309,360,20.389739,0.007822,0,4.05378,0.00806,0
86,138,310,362,22.445098,0.009814,0,6.01596,0.01255,0
86,139,311,364,26.534141,0.01114,0,3.98227,0.01485,0
86,140,312,366,28.747192,0.010477,0,5.85827,0.01529,0
86,141,313,368,32.885834,0.014091,0,3.93268,0.01756,0
86,142,314,370,35.243465,0.017677,0,5.71369,0.02261,0
86,143,315,372,39.3624,0.013041,0,3.95238,0.02197,0
86,144,316,374,42.048,0.196,1,5.386,0.196,1
86,145,317,376,46.454,0.298,1,3.665,0.357,1
87,110,284,307,10.253971,0.054404,0,NaN,NaN,
87,111,285,309,9.574024,0.032222,0,8.75126,0.06323,0
87,112,286,311,6.771393,0.013726,0,10.87395,0.03502,0
87,113,287,313,6.132498,0.030611,0,8.71021,0.03355,0
87,114,288,315,3.588577,0.00908,0,10.61524,0.03193,0
87,115,289,317,3.096237,0.00704,0,8.56366,0.01149,0
87,116,290,319,0.876417,0.006232,0,10.29114,0.0094,0
87,117,291,321,0.60731,0.024581,0,8.34042,0.02536,0
87,118,292,323,-1.309813,0.007824,0,9.98844,0.0258,0
87,119,293,325,-1.242416,0.028195,0,8.00392,0.02926,0
87,120,294,327,-2.844341,0.017505,0,9.67324,0.03319,0
87,121,295,329,-2.665919,0.011834,0,7.89289,0.02113,0
87,122,296,331,-3.769572,0.014648,0,9.17497,0.01883,0
87,123,297,333,-3.333205,0.015154,0,7.63495,0.02101,0
87,124,298,335,-4.140249,0.011991,0,8.87836,0.0193,0
87,125,299,337,-3.515968,0.008775,0,7.44704,0.01485,0
87,126,300,339,-3.552848,0.005091,0,8.1082,0.01014,0
87,127,301,341,-0.958707,0.008634,0,5.47718,0.00996,0
87,128,302,343,0.318065,0.007066,0,6.79455,0.01104,0
87,129,303,345,2.97095,0.004173,0,5.41843,0.00798,0
87,130,304,347,4.31459,0.006531,0,6.72768,0.00751,0
87,131,305,349,7.059117,0.004757,0,5.32679,0.00785,0
87,132,306,351,8.617767,0.007039,0,6.51267,0.00839,0
87,133,307,353,11.48232,0.004028,0,5.20676,0.00801,0
87,134,308,355,13.27729,0.004886,0,6.27635,0.00622,0
87,135,309,357,16.378105,0.007452,0,4.9705,0.00891,0
87,136,310,359,18.382394,0.001932,0,6.06703,0.0077,0
87,137,311,361,21.748616,0.011178,0,4.7051,0.01134,0
87,138,312,363,23.82061,0.011967,0,5.99932,0.01638,0
87,139,313,365,27.520539,0.00623,0,4.37139,0.01349,0
87,140,314,367,29.682445,0.005898,0,5.90941,0.00858,0
87,141,315,369,33.384221,0.006732,0,4.36954,0.00895,0
87,142,316,371,35.668262,0.005001,0,5.78728,0.00839,0
87,143,317,373,39.486768,0.006541,0,4.25281,0.00823,0
87,144,318,375,42.080575,0.007731,0,5.47751,0.01013,0
87,145,319,377,46.072834,0.013972,0,4.07906,0.01597,0
87,146,320,379,48.920051,0.019561,0,5.2241,0.02404,0
88,113,289,314,11.936801,0.020301,0,NaN,NaN,
88,114,290,316,9.074861,0.015018,0,10.93326,0.02525,0
88,115,291,318,8.661726,0.038124,0,8.48445,0.04098,0
88,116,292,320,6.056787,0.015273,0,10.67626,0.04107,0
88,117,293,322,5.838991,0.070521,0,8.28911,0.07216,0
88,118,294,324,3.565539,0.018008,0,10.34477,0.07278,0
88,119,295,326,3.544485,0.053202,0,8.09237,0.05616,0
88,120,296,328,1.727856,0.009023,0,9.88795,0.05395,0
88,121,297,330,1.858219,0.005747,0,7.94095,0.01066,0
88,122,298,332,0.442792,0.009193,0,9.48674,0.01082,0
88,123,299,334,0.832023,0.007918,0,7.68209,0.01213,0
88,124,300,336,-0.198968,0.011263,0,9.10231,0.01377,0
88,125,301,338,0.345557,0.009818,0,7.52679,0.01494,0
88,126,302,340,0.092734,0.00525,0,8.32414,0.01113,0
88,127,303,342,2.533739,0.007613,0,5.63031,0.00923,0
88,128,304,344,3.291077,0.008737,0,7.31398,0.01148,0
88,129,305,346,5.889656,0.007202,0,5.47274,0.01121,0
88,130,306,348,6.65117,0.011176,0,7.3098,0.0132,0
88,131,307,350,9.394282,0.008258,0,5.32821,0.0138,0
88,132,308,352,10.270245,0.008237,0,7.19535,0.01155,0
88,133,309,354,12.963811,0.00463,0,5.37775,0.00932,0
88,134,310,356,14.320188,0.004454,0,6.71494,0.00623,0
88,135,311,358,17.233309,0.00209,0,5.1582,0.00479,0
88,136,312,360,18.825917,0.001813,0,6.47871,0.00226,0
88,137,313,362,21.993109,0.002596,0,4.90412,0.00279,0
88,138,314,364,23.667824,0.001933,0,6.3966,0.00285,0
88,139,315,366,27.177711,0.001952,0,4.56143,0.00027,0
88,140,316,368,28.940268,0.001996,0,6.30876,0.00234,0
88,141,317,370,32.561963,0.015441,0,4.44962,0.01557,0
88,142,318,372,34.516306,0.010296,0,6.11697,0.01856,0
88,143,319,374,38.216486,0.01137,0,4.37114,0.01534,0
88,144,320,376,40.496953,0.009151,0,5.79085,0.01459,0
88,145,321,378,44.33406,0.008603,0,4.23421,0.01256,0
88,146,322,380,46.930629,0.008383,0,5.47475,0.01201,0
88,147,323,382,51.13,0.3,1,3.872,0.3,1
89,116,294,321,14.106693,0.050818,0,NaN,NaN,
89,117,295,323,13.479452,0.050493,0,8.69856,0.07164,0
89,118,296,325,11.146233,0.050387,0,10.40454,0.07133,0
89,119,297,327,10.753235,0.055716,0,8.46431,0.07512,0
89,120,298,329,8.843809,0.050608,0,9.98074,0.07527,0
89,121,299,331,8.789699,0.057402,0,8.12543,0.07653,0
89,122,300,333,7.202214,0.052976,0,9.6588,0.07811,0
89,123,301,335,7.277298,0.051381,0,7.99623,0.0738,0
89,124,302,337,6.154692,0.015272,0,9.19392,0.0536,0
89,125,303,339,6.443854,0.01536,0,7.78215,0.02159,0
89,126,304,341,6.030615,0.012406,0,8.48456,0.01972,0
89,127,305,343,8.144395,0.01084,0,5.95754,0.01647,0
89,128,306,345,8.703673,0.011389,0,7.51204,0.01572,0
89,129,307,347,10.843609,0.05074,0,5.93138,0.05199,0
89,130,308,349,11.56948,0.050497,0,7.34545,0.07157,0
89,131,309,351,13.743682,0.006129,0,5.89711,0.05083,0
89,132,310,353,14.523109,0.050425,0,7.29189,0.05076,0
89,133,311,355,16.621474,0.005174,0,5.97295,0.05065,0
89,134,312,357,17.825882,0.00711,0,6.86691,0.00869,0
89,135,313,359,20.234135,0.004089,0,5.66306,0.0081,0
89,136,314,361,21.637346,0.004758,0,6.66811,0.00616,0
89,137,315,363,24.309264,0.0031,0,5.3994,0.0055,0
89,138,316,365,25.84958,0.001927,0,6.531,0.00334,0
89,139,317,367,28.894728,0.002094,0,5.02617,0.00242,0
89,140,318,369,30.689933,0.012109,0,6.27611,0.01229,0
89,141,319,371,33.838383,0.015835,0,4.92287,0.01993,0
89,142,320,373,35.762849,0.013041,0,6.14685,0.02051,0
89,143,321,375,39.154419,0.013041,0,4.67975,0.01844,0
89,144,322,377,41.308033,0.013041,0,5.9177,0.01844,0
89,145,323,379,44.84119,0.013972,0,4.53816,0.01911,0
89,146,324,381,47.357155,0.013972,0,5.55535,0.01976,0
89,147,325,383,51.220992,0.038191,0,4.20748,0.04067,0
89,148,326,385,54.02,0.4,1,5.272,0.401,1
90,118,298,326,16.68373,0.03419,0,NaN,NaN,
90,119,299,328,16.367,0.14,1,8.388,0.144,1
90,120,300,330,14.059446,0.018909,0,10.379,0.141,1
90,121,301,332,13.910171,0.07301,0,8.22059,0.07541,0
90,122,302,334,12.110808,0.010109,0,9.87068,0.0737,0
90,123,303,336,12.120086,0.009217,0,8.06204,0.01365,0
90,124,304,338,10.694885,0.010661,0,9.49652,0.01408,0
90,125,305,340,10.921586,0.00884,0,7.84462,0.01385,0
90,126,306,342,10.298332,0.012042,0,8.69457,0.01494,0
90,127,307,344,12.20578,0.010614,0,6.16387,0.01605,0
90,128,308,346,12.366741,0.010516,0,7.91036,0.01494,0
90,129,309,348,14.47139,0.050576,0,5.96667,0.05165,0
90,130,310,350,14.6691,0.022166,0,7.87361,0.0552,0
90,131,311,352,16.940371,0.008166,0,5.80005,0.02357,0
90,132,312,354,17.203111,0.012279,0,7.80858,0.01466,0
90,133,313,356,19.385831,0.009212,0,5.8886,0.01527,0
90,134,314,358,19.993734,0.01012,0,7.46341,0.01359,0
90,135,315,360,22.310127,0.005093,0,5.75492,0.01122,0
90,136,316,362,23.197634,0.004481,0,7.18381,0.00661,0
90,137,317,364,25.804823,0.002088,0,5.46413,0.00481,0
90,138,318,366,26.770984,0.001807,0,7.10516,0.00225,0
90,139,319,368,29.585583,0.002405,0,5.25672,0.00261,0
90,140,320,370,30.862593,0.00121,0,6.79431,0.00221,0
90,141,321,372,33.815891,0.001218,0,5.11802,0.0002,0
90,142,322,374,35.446784,0.001422,0,6.44042,0.00107,0
90,143,323,376,38.731715,0.001425,0,4.78639,0.00009,0
90,144,324,378,40.613009,0.002589,0,6.19002,0.00257,0
90,145,325,380,44.017749,0.013041,0,4.66658,0.0133,0
90,146,326,382,46.255198,0.013972,0,5.83387,0.01911,0
90,147,327,384,49.955092,0.015835,0,4.37142,0.02112,0
90,148,328,386,52.525,0.283,1,5.501,0.284,1
90,149,329,388,56.45,0.4,1,4.146,0.49,1
91,120,302,331,22.08,0.102,1,NaN,NaN,
91,121,303,333,21.593358,0.074862,0,8.558,0.127,1
91,122,304,335,19.662625,0.071142,0,10.00205,0.10327,0
91,123,305,337,19.485515,0.076125,0,8.24843,0.10419,0
91,124,306,339,17.863939,0.072845,0,9.69289,0.10536,0
91,125,307,341,17.799214,0.053526,0,8.13604,0.0904,0
91,126,308,343,17.06841,0.015918,0,8.80212,0.05584,0
91,127,309,345,18.68377,0.018329,0,6.45596,0.02422,0
91,128,310,347,18.540131,0.051516,0,8.21496,0.05467,0
91,129,311,349,20.218,0.051,1,6.393,0.073,1
91,130,312,351,20.376288,0.051281,0,7.913,0.072,1
91,131,313,353,22.155,0.072,1,6.293,0.089,1
91,132,314,355,22.320676,0.071063,0,7.905,0.102,1
91,133,315,357,23.862278,0.007587,0,6.52971,0.07144,0
91,134,316,359,24.340725,0.071012,0,7.59287,0.07139,0
91,135,317,361,26.033276,0.01142,0,6.37877,0.0719,0
91,136,318,363,26.831198,0.00742,0,7.2734,0.01356,0
91,137,319,365,28.923586,0.00434,0,5.97893,0.0085,0
91,138,320,367,29.896908,0.00328,0,7.098,0.00531,0
91,139,321,369,32.173607,0.003038,0,5.79462,0.00422,0
91,140,322,371,33.424404,0.001772,0,6.82052,0.00318,0
91,141,323,373,35.946633,0.007645,0,5.54909,0.00768,0
91,142,324,375,37.489472,0.001336,0,6.52848,0.00764,0
91,143,325,377,40.338921,0.004094,0,5.22187,0.00406,0
91,144,326,379,42.288896,0.013972,0,6.12134,0.01456,0
91,145,327,381,45.33395,0.013972,0,5.02626,0.01976,0
91,146,328,383,47.527619,0.013041,0,5.87765,0.01911,0
91,147,329,385,50.894038,0.015835,0,4.7049,0.02051,0
91,148,330,387,53.337,0.196,1,5.628,0.196,1
91,149,331,389,56.91,0.2,1,4.499,0.28,1
91,150,332,391,59.64,0.3,1,5.341,0.361,1
92,123,307,338,24.923087,0.08849,0,NaN,NaN,
92,124,308,340,23.066351,0.028093,0,9.92805,0.09284,0
92,125,309,342,22.973,0.071,1,8.164,0.077,1
92,126,310,344,21.894608,0.013714,0,9.15,0.073,1
92,127,311,346,23.286569,0.050775,0,6.67936,0.05259,0
92,128,312,348,22.933,0.101,1,8.425,0.113,1
92,129,313,350,24.519995,0.051114,0,6.485,0.113,1
92,130,314,352,24.272827,0.051994,0,8.31849,0.07291,0
92,131,315,354,25.837006,0.071119,0,6.50714,0.0881,0
92,132,316,356,25.722252,0.023171,0,8.18607,0.07478,0
92,133,317,358,27.379921,0.010909,0,6.41365,0.02556,0
92,134,318,360,27.328869,0.012999,0,8.12237,0.01689,0
92,135,319,362,29.045462,0.009705,0,6.35472,0.01614,0
92,136,320,364,29.222226,0.014354,0,7.89455,0.01725,0
92,137,321,366,31.210554,0.005938,0,6.08299,0.01545,0
92,138,322,368,31.615002,0.004509,0,7.66687,0.00729,0
92,139,323,370,33.806015,0.00267,0,5.8803,0.00512,0
92,140,324,372,34.60953,0.001809,0,7.2678,0.0028,0
92,141,325,374,36.919176,0.002255,0,5.76167,0.00249,0
92,142,326,376,38.145025,0.00113,0,6.84547,0.002,0
92,143,327,378,40.918846,0.001117,0,5.2975,0.00023,0
92,144,328,380,42.444644,0.001113,0,6.54552,0.00026,0
92,145,329,382,45.390194,0.001203,0,5.12577,0.00046,0
92,146,330,384,47.307783,0.001493,0,6.15373,0.00126,0
92,147,331,386,50.572718,0.001503,0,4.80638,0.00017,0
92,148,332,388,52.715505,0.002553,0,5.92853,0.00286,0
92,149,333,390,56.197,0.196,1,4.59,0.196,1
92,150,334,392,58.62,0.201,1,5.648,0.28,1
92,151,335,394,62.36,0.3,1,4.331,0.361,1
93,126,312,345,29.456655,0.088354,0,NaN,NaN,
93,127,313,347,30.311,0.196,1,7.217,0.215,1
93,128,314,349,29.85,0.2,1,8.532,0.28,1
93,129,315,351,31.019,0.196,1,6.902,0.28,1
93,130,316,353,30.6,0.196,1,8.49,0.277,1
93,131,317,355,31.876,0.196,1,6.795,0.277,1
93,132,318,357,31.587704,0.071622,0,8.359,0.208,1
93,133,319,359,32.777,0.088,1,6.882,0.114,1
93,134,320,361,32.56208,0.072506,0,8.286,0.114,1
93,135,321,363,33.595694,0.050572,0,7.0377,0.08838,0
93,136,322,365,33.779675,0.086848,0,7.88734,0.10048,0
93,137,323,367,35.236291,0.051288,0,6.6147,0.10084,0
93,138,324,369,35.624513,0.050547,0,7.6831,0.072,0
93,139,325,371,37.36,0.1,1,6.336,0.112,1
93,140,326,373,37.94859,0.050981,0,7.482,0.112,1
93,141,327,375,39.954871,0.008397,0,6.06504,0.05165,0
93,142,328,377,41.043108,0.001389,0,6.98308,0.00837,0
93,143,329,379,43.378178,0.050421,0,5.73625,0.05042,0
93,144,330,381,44.871659,0.00112,0,6.57784,0.05042,0
93,145,331,383,47.454656,0.001138,0,5.48832,0.0002,0
93,146,332,385,49.311057,0.001311,0,6.21492,0.00099,0
93,147,333,387,52.316272,0.017032,0,5.0661,0.01704,0
93,148,334,389,54.260175,0.070719,0,6.12741,0.07273,0
93,149,335,391,57.416932,0.200004,0,4.91456,0.21213,0
93,150,336,393,59.876,0.032,1,5.612,0.203,1
93,151,337,395,63.202,0.298,1,4.745,0.3,1
93,152,338,397,65.89,0.3,1,5.383,0.423,1
94,133,321,360,36.77,0.1,1,NaN,NaN,
94,134,322,362,36.08737,0.029143,0,8.754,0.104,1
94,135,323,364,37.39559,0.051176,0,6.7631,0.05887,0
94,136,324,366,36.934392,0.014824,0,8.53252,0.05326,0
94,137,325,368,38.309005,0.022549,0,6.6967,0.02694,0
94,138,326,370,38.36314,0.017595,0,8.01718,0.02855,0
94,139,327,372,40.051769,0.050351,0,6.38269,0.05331,0
94,140,328,374,40.349971,0.006798,0,7.77312,0.05078,0
94,141,329,376,42.18241,0.020521,0,6.23888,0.02159,0
94,142,330,378,42.901593,0.001811,0,7.35213,0.02054,0
94,143,331,380,45.091722,0.001697,0,5.88119,0.00208,0
94,144,332,382,46.163213,0.001139,0,6.99983,0.00135,0
94,145,333,384,48.588282,0.001113,0,5.64625,0.00031,0
94,146,334,386,50.12538,0.001106,0,6.53422,0.00023,0
94,147,335,388,52.955175,0.001106,0,5.24152,0.00003,0
94,148,336,390,54.716932,0.001245,0,6.30956,0.00068,0
94,149,337,392,57.754602,0.002542,0,5.03365,0.00239,0
94,150,338,394,59.806028,0.002346,0,6.01989,0.00293,0
94,151,339,396,63.178179,0.01362,0,4.69917,0.01342,0
94,152,340,398,65.394801,0.014985,0,5.8547,0.02009,0
94,153,341,400,69.108,0.196,1,4.359,0.196,1
95,134,324,363,42.15002,0.087348,0,NaN,NaN,
95,135,325,365,42.932,0.133,1,7.289,0.159,1
95,136,326,367,42.41,0.3,1,8.593,0.328,1
95,137,327,369,43.34,0.3,1,7.142,0.424,1
95,138,328,371,43.263,0.102,1,8.148,0.317,1
95,139,329,373,44.461,0.159,1,6.873,0.188,1
95,140,330,375,44.625429,0.052192,0,7.907,0.167,1
95,141,331,377,46.041,0.112,1,6.656,0.123,1
95,142,332,379,46.57,0.059,1,7.542,0.127,1
95,143,333,381,48.421487,0.0507,0,6.22,0.078,1
95,144,334,383,49.390424,0.001982,0,7.10238,0.05071,0
95,145,335,385,51.510169,0.013832,0,5.95157,0.01389,0
95,146,336,387,52.934395,0.001114,0,6.64709,0.01379,0
95,147,337,389,55.468072,0.001119,0,5.53764,0.0001,0
95,148,338,391,57.175046,0.001388,0,6.36434,0.00124,0
95,149,339,393,59.879196,0.001492,0,5.36717,0.00158,0
95,150,340,395,61.900469,0.001887,0,6.05004,0.0019,0
95,151,341,397,64.994,0.018,1,4.978,0.018,1
95,152,342,399,67.153,0.1,1,5.912,0.102,1
95,153,343,401,70.563,0.2,1,4.662,0.224,1
95,154,344,403,73.104,0.298,1,5.53,0.359,1
96,135,327,366,47.27,0.3,1,NaN,NaN,
96,136,328,368,46.312,0.202,1,9.029,0.362,1
96,137,329,370,47.294006,0.071547,0,7.09,0.214,1
96,138,330,372,46.724633,0.017394,0,8.64069,0.07361,0
96,139,331,374,48.034,0.201,1,6.762,0.202,1
96,140,332,376,47.855045,0.018315,0,8.25,0.202,1
96,141,333,378,49.247085,0.07096,0,6.67928,0.07327,0
96,142,334,380,49.445188,0.012234,0,7.87321,0.07199,0
96,143,335,382,51.147025,0.054047,0,6.36948,0.0554,0
96,144,336,384,51.724306,0.001906,0,7.49404,0.05406,0
96,145,337,386,53.70183,0.001608,0,6.09379,0.00209,0
96,146,338,388,54.803764,0.001142,0,6.96938,0.00123,0
96,147,339,390,57.181998,0.001496,0,5.69308,0.00105,0
96,148,340,392,58.451896,0.001107,0,6.80142,0.00103,0
96,149,341,394,61.00458,0.00115,0,5.51863,0.00049,0
96,150,342,396,62.616967,0.001526,0,6.45893,0.00122,0
96,151,343,398,65.533143,0.003797,0,5.15514,0.00378,0
96,152,344,400,67.392755,0.002358,0,6.21171,0.00397,0
96,153,345,402,70.750702,0.002371,0,4.71337,0.00025,0
96,154,346,404,72.989594,0.010274,0,5.83242,0.01,0
96,155,347,406,76.648018,0.022698,0,4.41289,0.02483,0
96,156,348,408,79.056,0.298,1,5.663,0.299,1
97,136,330,369,52.861,0.224,1,NaN,NaN,
97,137,331,371,53.455,0.142,1,7.477,0.265,1
97,138,332,373,52.704,0.401,1,8.823,0.425,1
97,139,333,375,53.542,0.401,1,7.233,0.566,1
97,140,334,377,53.188,0.224,1,8.425,0.459,1
97,141,335,379,54.216,0.255,1,7.043,0.34,1
97,142,336,381,54.25,0.207,1,8.037,0.328,1
97,143,337,383,55.664,0.15,1,6.657,0.255,1
97,144,338,385,56.032,0.2,1,7.704,0.25,1
97,145,339,387,57.734,0.2,1,6.369,0.283,1
97,146,340,389,58.689693,0.004524,0,7.115,0.2,1
97,147,341,391,60.713885,0.014399,0,6.04713,0.01501,0
97,148,342,393,61.813836,0.001793,0,6.97137,0.01442,0
97,149,343,395,63.966967,0.060019,0,5.91819,0.06003,0
97,150,344,397,65.489562,0.005189,0,6.54872,0.06023,0
97,151,345,399,68.08,0.071,1,5.481,0.071,1
97,152,346,401,69.846384,0.001249,0,6.305,0.071,1
97,153,347,403,72.949978,0.003719,0,4.96772,0.00365,0
97,154,348,405,75.228018,0.010734,0,5.79328,0.01125,0
97,155,349,407,78.535,0.2,1,4.765,0.2,1
97,156,350,409,80.929,0.359,1,5.677,0.411,1
