Z,N,UQ,DQ,Mass Excess [MeV],Mass Error,Mass Estimated,Neutron separation energy [MeV],Separation Error,Seperation Estimated
73,97,243,267,-50.137665,0.027945,0,7.91855,0.03952,0
73,98,244,269,-51.720273,0.027945,0,9.65393,0.03952,0
73,99,245,271,-51.329977,0.027945,0,7.68102,0.03952,0
73,100,246,273,-52.396538,0.027945,0,9.13788,0.03952,0
73,101,247,275,-51.740766,0.027945,0,7.41555,0.03952,0
73,102,248,277,-52.408647,0.027945,0,8.7392,0.03952,0
73,103,249,279,-51.365374,0.030739,0,7.02804,0.04154,0
73,104,250,281,-51.714616,0.003314,0,8.42056,0.03092,0
73,105,251,283,-50.598,0.052,1,6.955,0.052,1
73,106,252,285,-50.357323,0.001463,0,7.83,0.052,1
73,107,253,287,-48.932877,0.001939,0,6.64687,0.00229,0
73,108,254,289,-48.438311,0.001403,0,7.57675,0.00134,0
73,109,255,291,-46.429934,0.001405,0,6.06294,0.00011,0
73,110,256,293,-45.292796,0.001419,0,6.93418,0.0002,0
73,111,257,295,-42.839373,0.02601,0,5.61789,0.02604,0
73,112,258,297,-41.394293,0.014161,0,6.62624,0.0296,0
73,113,259,299,-38.607528,0.060012,0,5.28455,0.06166,0
73,114,260,301,-36.895546,0.05589,0,6.35934,0.08201,0
73,115,261,303,-33.61203,0.054958,0,4.7878,0.07838,0
73,116,262,305,-31.829,0.196,1,6.288,0.203,1
73,117,263,307,-28.513,0.196,1,4.755,0.277,1
73,118,264,309,-26.492,0.298,1,6.05,0.357,1
73,119,265,311,-23.064,0.401,1,4.643,0.499,1
73,120,266,313,-20.87,0.401,1,5.878,0.566,1
73,121,267,315,-17.3,0.503,1,4.501,0.643,1
74,83,231,240,-19.47,0.4,1,NaN,NaN,
74,84,232,242,-23.633,0.3,1,12.234,0.5,1
74,85,233,244,-25.295,0.298,1,9.733,0.423,1
74,86,234,246,-29.326455,0.149827,0,12.103,0.334,1
74,87,235,248,-30.555,0.196,1,9.3,0.246,1
74,88,236,250,-33.999207,0.017658,0,11.515,0.196,1
74,89,237,252,-34.908193,0.052751,0,8.9803,0.05563,0
74,90,238,254,-38.235759,0.009674,0,11.39888,0.05363,0
74,91,239,256,-38.861022,0.024977,0,8.69658,0.02677,0
74,92,240,258,-41.888031,0.009478,0,11.09833,0.02671,0
74,93,241,260,-42.098058,0.018261,0,8.28134,0.02057,0
74,94,242,262,-44.893109,0.013271,0,10.86637,0.02257,0
74,95,243,264,-44.917873,0.015436,0,8.09608,0.02035,0
74,96,244,266,-47.290832,0.013195,0,10.44428,0.0203,0
74,97,245,268,-47.08609,0.027945,0,7.86658,0.0309,0
74,98,246,270,-49.097186,0.027945,0,10.08241,0.03952,0
74,99,247,272,-48.727383,0.027945,0,7.70151,0.03952,0
74,100,248,274,-50.227088,0.027945,0,9.57102,0.03952,0
74,101,249,276,-49.632795,0.027945,0,7.47702,0.03952,0
74,102,250,278,-50.641603,0.027945,0,9.08013,0.03952,0
74,103,251,280,-49.701726,0.027945,0,7.13144,0.03952,0
74,104,252,282,-50.406936,0.015199,0,8.77653,0.03181,0
74,105,253,284,-49.295127,0.014573,0,6.95951,0.02097,0
74,106,254,286,-49.636115,0.001436,0,8.41231,0.01451,0
74,107,255,288,-48.233818,0.001445,0,6.66902,0.00016,0
74,108,256,290,-48.24606,0.000738,0,8.08356,0.0016,0
74,109,257,292,-46.36558,0.000737,0,6.19084,0.00004,0
74,110,258,294,-45.705373,0.000731,0,7.41111,0.00013,0
74,111,259,296,-43.387793,0.000733,0,5.75374,0.00005,0
74,112,260,298,-42.508528,0.001212,0,7.19205,0.00116,0
74,113,261,300,-39.90397,0.001212,0,5.46676,0.00004,0
74,114,262,302,-38.667811,0.003089,0,6.83516,0.0032,0
74,115,263,304,-35.617536,0.040054,0,5.02104,0.04017,0
74,116,264,306,-34.382313,0.039726,0,6.83609,0.05641,0
74,117,265,308,-31.176173,0.041917,0,4.86518,0.05775,0
74,118,266,310,-29.649,0.196,1,6.545,0.2,1
74,119,267,312,-26.287,0.196,1,4.709,0.277,1
74,120,268,314,-24.526,0.298,1,6.311,0.357,1
74,121,269,316,-21.01,0.298,1,4.555,0.422,1
74,122,270,318,-18.88,0.401,1,5.942,0.499,1
74,123,271,320,-15.14,0.401,1,4.33,0.566,1
75,84,234,243,-14.745,0.305,1,NaN,NaN,
75,85,235,245,-16.739,0.298,1,10.065,0.426,1
75,86,236,247,-20.840203,0.149922,0,12.173,0.334,1
75,87,237,249,-22.501,0.196,1,9.732,0.247,1
75,88,238,251,-26.002244,0.018534,0,11.572,0.197,1
75,89,239,253,-27.472436,0.054555,0,9.54151,0.05762,0
75,90,240,255,-30.659776,0.023594,0,11.25866,0.05944,0
75,91,241,257,-31.893478,0.07231,0,9.30502,0.07606,0
75,92,242,259,-34.831,0.04,1,11.009,0.083,1
75,93,243,261,-35.794885,0.030821,0,9.035,0.051,1
75,94,244,263,-38.409232,0.011374,0,10.68566,0.03285,0
75,95,245,265,-38.913193,0.023109,0,8.57528,0.02576,0
75,96,246,267,-41.25028,0.027945,0,10.4084,0.03626,0
75,97,247,269,-41.537106,0.038995,0,8.35814,0.04797,0
75,98,248,271,-43.553865,0.027945,0,10.08808,0.04797,0
75,99,249,273,-43.673096,0.027945,0,8.19055,0.03952,0
75,100,250,275,-45.288307,0.027945,0,9.68653,0.03952,0
75,101,251,277,-45.062885,0.027945,0,7.8459,0.03952,0
75,102,252,279,-46.26917,0.027945,0,9.2776,0.03952,0
75,103,253,281,-45.653453,0.027945,0,7.4556,0.03952,0
75,104,254,283,-46.58428,0.024639,0,9.00214,0.03726,0
75,105,255,285,-45.837359,0.021392,0,7.3244,0.03263,0
75,106,256,287,-46.517391,0.012549,0,8.75135,0.0248,0
75,107,257,289,-45.44606,0.101983,0,6.99999,0.10275,0
75,108,258,291,-45.80958,0.008034,0,8.43484,0.10229,0
75,109,259,293,-44.219634,0.004275,0,6.48137,0.00904,0
75,110,260,295,-43.819027,0.000818,0,7.67071,0.00409,0
75,111,261,297,-41.927086,0.000826,0,6.17938,0.00017,0
75,112,262,299,-41.216478,0.000736,0,7.36071,0.00087,0
75,113,263,301,-39.016811,0.000738,0,5.87165,0.00004,0
75,114,264,303,-37.979043,0.008191,0,7.03355,0.00818,0
75,115,265,305,-35.63583,0.070852,0,5.7281,0.07132,0
75,116,266,307,-34.350296,0.010265,0,6.78578,0.07159,0
75,117,267,309,-31.588825,0.070794,0,5.30985,0.07153,0
75,118,268,311,-30.231638,0.039123,0,6.71413,0.08088,0
75,119,269,313,-27.237,0.196,1,5.077,0.199,1
75,120,270,315,-25.579,0.298,1,6.413,0.357,1
75,121,271,317,-22.542,0.298,1,5.035,0.422,1
75,122,272,319,-20.502,0.298,1,6.031,0.422,1
75,123,273,321,-17.139,0.401,1,4.709,0.499,1
75,124,274,323,-14.86,0.401,1,5.792,0.566,1
76,85,237,246,-9.979,0.4,1,NaN,NaN,
76,86,238,248,-14.44,0.3,1,12.532,0.5,1
76,87,239,250,-16.192,0.298,1,9.823,0.423,1
76,88,240,252,-20.422106,0.149919,0,12.301,0.334,1
76,89,241,254,-21.795,0.196,1,9.444,0.247,1
76,90,242,256,-25.431517,0.017966,0,11.708,0.197,1
76,91,243,258,-26.501993,0.072682,0,9.14179,0.07487,0
76,92,244,260,-29.995213,0.009904,0,11.56454,0.07335,0
76,93,245,262,-30.722691,0.025167,0,8.79879,0.02703,0
76,94,246,264,-33.926247,0.009773,0,11.27487,0.02699,0
76,95,247,266,-34.301942,0.017823,0,8.44701,0.02033,0
76,96,248,268,-37.243842,0.012782,0,11.01322,0.02193,0
76,97,249,270,-37.438257,0.014959,0,8.26573,0.01967,0
76,98,250,272,-39.995416,0.010254,0,10.62848,0.01813,0
76,99,251,274,-40.105376,0.011775,0,8.18128,0.0156,0
76,100,252,276,-42.09794,0.027945,0,10.06388,0.03032,0
76,101,253,278,-41.956462,0.014613,0,7.92984,0.03153,0
76,102,254,280,-43.54427,0.013632,0,9.65913,0.01998,0
76,103,255,282,-43.019495,0.016504,0,7.54654,0.0214,0
76,104,256,284,-44.35781,0.016391,0,9.40963,0.02326,0
76,105,257,286,-43.549963,0.025338,0,7.26347,0.03018,0
76,106,258,288,-44.609104,0.021745,0,9.13046,0.03339,0
76,107,259,290,-43.664043,0.04976,0,7.12626,0.0543,0
76,108,260,292,-44.252533,0.000827,0,8.65981,0.04977,0
76,109,261,294,-42.80588,0.00083,0,6.62466,0.00027,0
76,110,262,296,-42.999943,0.000761,0,8.26538,0.00088,0
76,111,263,298,-41.218945,0.000736,0,6.29032,0.00052,0
76,112,264,300,-41.137233,0.000734,0,7.98961,0.00015,0
76,113,265,302,-38.986745,0.000666,0,5.92083,0.00045,0
76,114,266,304,-38.707771,0.00065,0,7.79234,0.00019,0
76,115,267,306,-36.395185,0.000659,0,5.75873,0.00011,0
76,116,268,308,-35.882191,0.002315,0,7.55832,0.00222,0
76,117,269,310,-33.394289,0.002321,0,5.58342,0.0002,0
76,118,270,312,-32.435108,0.002403,0,7.11214,0.00313,0
76,119,271,314,-29.511593,0.05589,0,5.1478,0.05594,0
76,120,272,316,-28.277105,0.040055,0,6.83683,0.06876,0
76,121,273,318,-25.309,0.196,1,5.103,0.2,1
76,122,274,320,-23.837,0.196,1,6.6,0.277,1
76,123,275,322,-20.484,0.196,1,4.718,0.277,1
76,124,276,324,-18.779,0.298,1,6.367,0.357,1
76,125,277,326,-15.239,0.298,1,4.532,0.422,1
76,126,278,328,-13.087,0.401,1,5.92,0.499,1
76,127,279,330,-7.64,0.401,1,2.624,0.566,1
77,87,241,251,-7.344,0.314,1,NaN,NaN,
77,88,242,253,-11.593,0.158,1,12.32,0.352,1
77,89,243,255,-13.354,0.196,1,9.833,0.252,1
77,90,244,257,-17.07244,0.018346,0,11.79,0.197,1
77,91,245,259,-18.666226,0.055216,0,9.6651,0.05818,0
77,92,246,261,-22.093839,0.023308,0,11.49893,0.05993,0
77,93,247,263,-23.36,0.089,1,9.337,0.092,1
77,94,248,265,-26.412025,0.038466,0,11.124,0.097,1
77,95,249,267,-27.379369,0.032402,0,9.03866,0.05029,0
77,96,250,269,-30.268435,0.011026,0,10.96038,0.03423,0
77,97,251,271,-30.863492,0.024322,0,8.66637,0.02671,0
77,98,252,273,-33.394506,0.012384,0,10.60233,0.02729,0
77,99,253,275,-33.878326,0.01675,0,8.55514,0.02083,0
77,100,254,277,-36.047421,0.01976,0,10.24041,0.0259,0
77,101,255,279,-36.251884,0.01976,0,8.27578,0.02794,0
77,102,256,281,-38.081714,0.009771,0,9.90115,0.02204,0
77,103,257,283,-37.977526,0.021706,0,7.96713,0.0238,0
77,104,258,285,-39.463028,0.005245,0,9.55682,0.02233,0
77,105,259,287,-39.051679,0.020967,0,7.65997,0.02161,0
77,106,260,289,-40.203311,0.024398,0,9.22295,0.03217,0
77,107,261,291,-39.610851,0.027945,0,7.47886,0.0371,0
77,108,262,293,-40.335553,0.027945,0,8.79602,0.03952,0
77,109,263,295,-39.172346,0.016526,0,6.90811,0.03247,0
77,110,264,297,-39.549372,0.027945,0,8.44834,0.03247,0
77,111,265,299,-38.344907,0.009423,0,6.86685,0.02949,0
77,112,266,301,-38.449586,0.012576,0,8.176,0.0157,0
77,113,267,303,-36.753544,0.00137,0,6.37527,0.01255,0
77,114,268,305,-36.708756,0.001311,0,8.02653,0.0004,0
77,115,269,307,-34.835561,0.001314,0,6.19812,0.00011,0
77,116,270,309,-34.536235,0.001328,0,7.77199,0.0002,0
77,117,271,311,-32.531708,0.001332,0,6.06679,0.00011,0
77,118,272,313,-31.692251,0.001333,0,7.23186,0.00006,0
77,119,273,315,-29.435493,0.038414,0,5.81456,0.03843,0
77,120,274,317,-28.264105,0.02011,0,6.89993,0.04336,0
77,121,275,319,-25.821,0.196,1,5.628,0.197,1
77,122,276,321,-24.398515,0.041054,0,6.649,0.2,1
77,123,277,323,-21.611,0.196,1,5.283,0.2,1
77,124,278,325,-19.897,0.196,1,6.357,0.277,1
77,125,279,327,-16.776,0.298,1,4.951,0.357,1
77,126,280,329,-14.69,0.401,1,5.985,0.499,1
77,127,281,331,-9.688,0.401,1,3.069,0.566,1
77,128,282,333,-5.96,0.503,1,4.343,0.643,1
78,88,244,254,-4.73,0.3,1,NaN,NaN,
78,89,245,256,-6.612,0.302,1,9.954,0.426,1
78,90,246,258,-11.00746,0.149951,0,12.466,0.338,1
78,91,247,260,-12.512,0.196,1,9.576,0.247,1
78,92,248,262,-16.299193,0.018247,0,11.858,0.197,1
78,93,249,264,-17.469702,0.072747,0,9.24183,0.075,0
78,94,250,266,-21.10692,0.010377,0,11.70853,0.07348,0
78,95,251,268,-21.942911,0.055977,0,8.90731,0.05692,0
78,96,252,270,-25.318163,0.010351,0,11.44657,0.05692,0
78,97,253,272,-25.713466,0.018185,0,8.46662,0.02092,0
78,98,254,274,-28.933867,0.012724,0,11.29172,0.02219,0
78,99,255,276,-29.370444,0.014988,0,8.50789,0.01966,0
78,100,256,278,-31.997519,0.010133,0,10.69839,0.01809,0
78,101,257,280,-32.268145,0.007977,0,8.34194,0.01288,0
78,102,258,282,-34.435877,0.010974,0,10.23905,0.01355,0
78,103,259,284,-34.381511,0.013689,0,8.01695,0.01754,0
78,104,260,286,-36.168449,0.013095,0,9.85825,0.01894,0
78,105,261,288,-35.772487,0.015533,0,7.67536,0.02031,0
78,106,262,290,-37.334243,0.015584,0,9.63307,0.022,0
78,107,263,292,-36.68814,0.025832,0,7.42521,0.03017,0
78,108,264,294,-37.864443,0.021745,0,9.24762,0.03377,0
78,109,265,296,-36.68505,0.024048,0,6.89192,0.03242,0
78,110,266,298,-37.820929,0.005304,0,9.2072,0.02463,0
78,111,267,300,-36.469348,0.01009,0,6.71974,0.01138,0
78,112,268,302,-37.30645,0.000657,0,8.90842,0.01007,0
78,113,269,304,-35.698237,0.004127,0,6.4631,0.00407,0
78,114,270,306,-36.288457,0.00257,0,8.66154,0.00287,0
78,115,271,308,-34.479608,0.001359,0,6.26247,0.0023,0
78,116,272,310,-34.76007,0.000496,0,8.35178,0.00129,0
78,117,273,312,-32.793849,0.000503,0,6.1051,0.00012,0
78,118,274,314,-32.64451,0.00051,0,7.92198,0.00013,0
78,119,275,316,-30.41975,0.000536,0,5.84656,0.00026,0
78,120,276,318,-29.903999,0.0021,0,7.55557,0.00206,0
78,121,277,320,-27.388682,0.002159,0,5.556,0.0005,0
78,122,278,322,-26.59916,0.02011,0,7.28179,0.02001,0
78,123,279,324,-23.740714,0.050103,0,5.21287,0.05399,0
78,124,280,326,-22.692125,0.02515,0,7.02273,0.05606,0
78,125,281,328,-19.627,0.196,1,5.006,0.197,1
78,126,282,330,-17.922,0.196,1,6.367,0.277,1
78,127,283,332,-12.966,0.298,1,3.116,0.357,1
78,128,284,334,-9.632,0.298,1,4.737,0.422,1
78,129,285,336,-4.54,0.401,1,2.98,0.499,1
78,130,286,338,-0.99,0.4,1,4.521,0.566,1
79,90,248,259,-1.788,0.298,1,NaN,NaN,
79,91,249,261,-3.752,0.196,1,10.035,0.357,1
79,92,250,263,-7.562295,0.020713,0,11.882,0.197,1
79,93,251,265,-9.318006,0.056158,0,9.82703,0.05986,0
79,94,252,267,-12.83244,0.022784,0,11.58575,0.0606,0
79,95,253,269,-14.235,0.089,1,9.474,0.092,1
79,96,254,271,-17.403955,0.03864,0,11.24,0.097,1
79,97,255,273,-18.520963,0.033185,0,9.18833,0.05093,0
79,98,256,275,-21.545103,0.010496,0,11.09546,0.03481,0
79,99,257,277,-22.303743,0.010086,0,8.82996,0.01456,0
79,100,258,279,-24.988567,0.011696,0,10.75614,0.01544,0
79,101,259,281,-25.625509,0.004786,0,8.70826,0.01264,0
79,102,260,283,-27.871136,0.019976,0,10.31694,0.02054,0
79,103,261,285,-28.300768,0.02026,0,8.50095,0.02845,0
79,104,262,287,-30.191483,0.009423,0,9.96203,0.02234,0
79,105,263,289,-30.31871,0.022275,0,8.19854,0.02419,0
79,106,264,291,-31.858143,0.002608,0,9.61075,0.02243,0
79,107,265,293,-31.714852,0.020967,0,7.92803,0.02113,0
79,108,266,295,-33.027838,0.022308,0,9.3843,0.03061,0
79,109,267,297,-32.371308,0.002701,0,7.41479,0.02247,0
79,110,268,299,-33.581955,0.020081,0,9.28196,0.02026,0
79,111,269,301,-32.833533,0.003447,0,7.3229,0.02037,0
79,112,270,303,-33.797904,0.004926,0,9.03569,0.00601,0
79,113,271,305,-32.772116,0.015827,0,7.04553,0.01658,0
79,114,272,307,-33.404821,0.008674,0,8.70402,0.01804,0
79,115,273,309,-32.211936,0.002118,0,6.87843,0.0089,0
79,116,274,311,-32.567031,0.001119,0,8.42641,0.00234,0
79,117,275,313,-31.138706,0.002962,0,6.64299,0.00313,0
79,118,276,315,-31.139738,0.000542,0,8.07235,0.00294,0
79,119,277,317,-29.580781,0.00054,0,6.51236,0.00009,0
79,120,278,319,-29.093741,0.000542,0,7.58428,0.00006,0
79,121,279,321,-27.240092,0.026717,0,6.21767,0.02672,0
79,122,280,323,-26.400714,0.003218,0,7.23194,0.02691,0
79,123,281,325,-24.352979,0.023287,0,6.02358,0.02351,0
79,124,282,327,-23.143436,0.003083,0,6.86177,0.02349,0
79,125,283,329,-20.65,0.2,1,5.578,0.2,1
79,126,284,331,-18.77,0.196,1,6.191,0.28,1
79,127,285,333,-14.215,0.298,1,3.516,0.357,1
79,128,286,335,-10.81,0.3,1,4.667,0.423,1
79,129,287,337,-6.101,0.298,1,3.363,0.423,1
79,130,288,339,-2.54,0.4,1,4.51,0.499,1
79,131,289,341,2.329,0.401,1,3.202,0.566,1
80,91,251,262,3.48,0.303,1,NaN,NaN,
80,92,252,264,-1.058744,0.150079,0,12.61,0.338,1
80,93,253,266,-2.71,0.196,1,9.722,0.247,1
80,94,254,268,-6.641009,0.019211,0,12.003,0.197,1
80,95,255,270,-7.972576,0.072896,0,9.40288,0.07539,0
80,96,256,272,-11.78495,0.011119,0,11.88369,0.07374,0
80,97,257,274,-12.782542,0.075056,0,9.06891,0.07587,0
80,98,258,276,-16.315901,0.01077,0,11.60468,0.07582,0
80,99,259,278,-16.928134,0.027267,0,8.68355,0.02932,0
80,100,260,280,-20.250447,0.012649,0,11.39363,0.03005,0
80,101,261,282,-20.661136,0.015382,0,8.48201,0.01991,0
80,102,262,284,-23.576922,0.00979,0,10.9871,0.01823,0
80,103,263,286,-23.804674,0.007084,0,8.29907,0.01207,0
80,104,264,288,-26.348965,0.010062,0,10.61561,0.01229,0
80,105,265,290,-26.183666,0.013639,0,7.90602,0.01694,0
80,106,266,292,-28.539097,0.01165,0,10.42675,0.01793,0
80,107,267,294,-28.11793,0.013905,0,7.65015,0.01812,0
80,108,268,296,-30.201914,0.012275,0,10.1553,0.01853,0
80,109,269,298,-29.626401,0.031553,0,7.4958,0.03385,0
80,110,270,300,-31.370697,0.015907,0,9.81561,0.03532,0
80,111,271,302,-30.591896,0.02228,0,7.29252,0.02735,0
80,112,272,304,-32.011553,0.015537,0,9.49097,0.02713,0
80,113,273,306,-31.062179,0.015505,0,7.12194,0.02193,0
80,114,274,308,-32.183945,0.002888,0,9.19308,0.01577,0
80,115,275,310,-31.013393,0.023142,0,6.90076,0.02332,0
80,116,276,312,-31.825941,0.002946,0,8.88387,0.02333,0
80,117,277,314,-30.540229,0.003207,0,6.78561,0.00148,0
80,118,278,316,-30.95431,0.000458,0,8.4854,0.00319,0
80,119,279,318,-29.546068,0.000526,0,6.66307,0.00058,0
80,120,280,320,-29.50327,0.000529,0,8.02852,0.00011,0
80,121,281,322,-27.662542,0.000711,0,6.23059,0.00059,0
80,122,282,324,-27.345324,0.000705,0,7.7541,0.0002,0
80,123,283,326,-25.269265,0.001627,0,5.99526,0.00157,0
80,124,284,328,-24.690145,0.000498,0,7.4922,0.00165,0
80,125,285,330,-22.28774,0.003654,0,5.66891,0.00362,0
80,126,286,332,-20.945801,0.02044,0,6.72938,0.02074,0
80,127,287,334,-16.487444,0.029808,0,3.61296,0.03614,0
80,128,288,336,-13.265406,0.030739,0,4.84928,0.04282,0
80,129,289,338,-8.644,0.149,1,3.45,0.152,1
80,130,290,340,-5.365,0.196,1,4.792,0.246,1
80,131,291,342,-0.624,0.196,1,3.33,0.277,1
80,132,292,344,2.757,0.298,1,4.69,0.357,1
80,133,293,346,7.666,0.298,1,3.162,0.422,1
80,134,294,348,11.178,0.401,1,4.56,0.499,1
80,135,295,350,16.208,0.401,1,3.041,0.566,1
80,136,296,352,19.859,0.401,1,4.42,0.566,1
81,95,257,271,0.581594,0.075086,0,NaN,NaN,
81,96,258,273,-3.340526,0.021629,0,11.99344,0.07814,0
81,97,259,275,-4.79,0.089,1,9.521,0.092,1
81,98,260,277,-8.268495,0.038793,0,11.549,0.098,1
81,99,261,279,-9.386647,0.06001,0,9.18947,0.07146,0
81,100,262,281,-12.798735,0.009108,0,11.4834,0.0607,0
81,101,263,283,-13.327927,0.011839,0,8.60051,0.01494,0
81,102,264,285,-16.587257,0.009331,0,11.33065,0.01507,0
81,103,265,287,-16.883242,0.01002,0,8.3673,0.01369,0
81,104,266,289,-19.757741,0.020674,0,10.94582,0.02297,0
81,105,267,291,-19.886613,0.022356,0,8.20019,0.03045,0
81,106,268,293,-22.444587,0.008048,0,10.62929,0.02376,0
81,107,269,295,-22.3364,0.029904,0,7.96313,0.03097,0
81,108,270,297,-24.6161,0.008368,0,10.35102,0.03105,0
81,109,271,299,-24.372027,0.007948,0,7.82724,0.01154,0
81,110,272,301,-26.282945,0.007349,0,9.98224,0.01082,0
81,111,273,303,-25.872246,0.031671,0,7.66062,0.03251,0
81,112,274,305,-27.477212,0.006707,0,9.67628,0.03237,0
81,113,275,307,-26.937491,0.013972,0,7.5316,0.0155,0
81,114,276,309,-28.155248,0.011093,0,9.28907,0.01784,0
81,115,277,311,-27.496592,0.012109,0,7.41266,0.01642,0
81,116,278,313,-28.341649,0.016325,0,8.91637,0.02033,0
81,117,279,315,-27.528746,0.007545,0,7.25841,0.01798,0
81,118,280,317,-28.059394,0.027945,0,8.60196,0.02895,0
81,119,281,319,-27.04723,0.005759,0,7.05915,0.02853,0
81,120,282,321,-27.180838,0.014185,0,8.20493,0.0153,0
81,121,283,323,-25.980216,0.001606,0,6.8707,0.01423,0
81,122,284,325,-25.761377,0.001166,0,7.85248,0.00155,0
81,123,285,327,-24.346145,0.001152,0,6.65608,0.00029,0
81,124,286,329,-23.820874,0.001237,0,7.54605,0.00048,0
81,125,287,331,-22.253367,0.001284,0,6.50381,0.00039,0
81,126,288,333,-21.034451,0.005439,0,6.8524,0.00543,0
81,127,289,335,-16.750132,0.001854,0,3.787,0.0056,0
81,128,290,337,-13.644757,0.00611,0,4.96594,0.00627,0
81,129,291,339,-9.246969,0.011604,0,3.67353,0.01306,0
81,130,292,341,-6.077998,0.041917,0,4.90235,0.04349,0
81,131,293,343,-1.551,0.2,1,3.544,0.205,1
81,132,294,345,1.783811,0.027013,0,4.737,0.202,1
81,133,295,347,6.465,0.196,1,3.391,0.197,1
81,134,296,349,9.911,0.298,1,4.625,0.357,1
81,135,297,351,14.718,0.298,1,3.265,0.422,1
81,136,298,353,18.313,0.401,1,4.476,0.499,1
81,137,299,355,23.18,0.4,1,3.204,0.566,1
82,96,260,274,3.574294,0.023963,0,NaN,NaN,
82,97,261,276,2.050639,0.07559,0,9.59497,0.0793,0
82,98,262,278,-1.94138,0.012396,0,12.06334,0.0766,0
82,99,263,280,-3.11735,0.075411,0,9.24729,0.07641,0
82,100,264,282,-6.825112,0.012098,0,11.77908,0.07637,0
82,101,265,284,-7.575218,0.028151,0,8.82142,0.03064,0
82,102,266,286,-11.051522,0.012806,0,11.54762,0.03092,0
82,103,267,288,-11.54122,0.016175,0,8.56102,0.02063,0
82,104,268,290,-14.682026,0.011363,0,11.21212,0.01976,0
82,105,269,292,-14.986959,0.005094,0,8.37625,0.01245,0
82,106,270,294,-17.815202,0.010622,0,10.89956,0.01177,0
82,107,271,296,-17.844035,0.014062,0,8.10015,0.01761,0
82,108,272,298,-20.416645,0.012514,0,10.64393,0.01882,0
82,109,273,300,-20.231118,0.03726,0,7.88579,0.03931,0
82,110,274,302,-22.55602,0.013295,0,10.39622,0.03956,0
82,111,275,304,-22.19449,0.049577,0,7.70979,0.05133,0
82,112,276,306,-24.20794,0.017435,0,10.08477,0.05255,0
82,113,277,308,-23.707693,0.01796,0,7.57107,0.02501,0
82,114,278,310,-25.348312,0.00771,0,9.71194,0.01952,0
82,115,279,312,-24.745401,0.004804,0,7.46841,0.00905,0
82,116,280,314,-26.067489,0.00875,0,9.39341,0.00996,0
82,117,281,316,-25.231804,0.009996,0,7.23563,0.01328,0
82,118,282,318,-26.251054,0.010927,0,9.09057,0.01481,0
82,119,283,320,-25.271036,0.013747,0,7.0913,0.01755,0
82,120,284,322,-25.940614,0.003796,0,8.74089,0.01426,0
82,121,285,324,-24.786557,0.006554,0,6.91726,0.00755,0
82,122,286,326,-25.109892,0.001146,0,8.39465,0.00646,0
82,123,287,328,-23.770239,0.001144,0,6.73166,0.00011,0
82,124,288,330,-23.785584,0.001144,0,8.08666,0.00006,0
82,125,289,332,-22.452047,0.001147,0,6.73778,0.0001,0
82,126,290,334,-21.748598,0.001148,0,7.36787,0.00005,0
82,127,291,336,-17.614646,0.001747,0,3.93737,0.00134,0
82,128,292,338,-14.728502,0.001447,0,5.18517,0.00125,0
82,129,293,340,-10.492948,0.002261,0,3.83576,0.00257,0
82,130,294,342,-7.54885,0.001842,0,5.12722,0.00246,0
82,131,295,344,-3.203532,0.006954,0,3.726,0.00704,0
82,132,296,346,-0.182769,0.001975,0,5.05055,0.00707,0
82,133,297,348,4.342244,0.052448,0,3.5463,0.05248,0
82,134,298,350,7.48,0.196,1,4.934,0.203,1
82,135,299,352,12.24,0.298,1,3.311,0.357,1
82,136,300,354,15.453,0.298,1,4.858,0.422,1
82,137,301,356,20.279,0.401,1,3.246,0.499,1
82,138,302,358,23.669,0.401,1,4.681,0.566,1
83,101,267,285,1.063068,0.07811,0,NaN,NaN,
83,102,268,287,-2.236,0.081,1,11.37,0.113,1
83,103,269,289,-3.146212,0.016857,0,8.982,0.083,1
83,104,270,291,-6.383271,0.010005,0,11.30838,0.0196,0
83,105,271,293,-7.194687,0.011187,0,8.88273,0.01501,0
83,106,272,295,-10.06466,0.020851,0,10.94129,0.02366,0
83,107,273,297,-10.599579,0.022562,0,8.60624,0.03072,0
83,108,274,299,-13.239347,0.007487,0,10.71108,0.02377,0
83,109,275,301,-13.534535,0.030112,0,8.36651,0.03103,0
83,110,276,303,-15.884559,0.007576,0,10.42134,0.03105,0
83,111,277,305,-16.028811,0.006178,0,8.21557,0.00978,0
83,112,278,307,-18.025561,0.005287,0,10.06807,0.00813,0
83,113,279,309,-18.009031,0.024428,0,8.05479,0.02499,0
83,114,280,311,-19.687191,0.008333,0,9.74948,0.02581,0
83,115,281,313,-19.369486,0.027945,0,7.75361,0.02916,0
83,116,282,315,-20.797566,0.010568,0,9.4994,0.02988,0
83,117,283,317,-20.370755,0.022321,0,7.64451,0.0247,0
83,118,284,319,-21.416433,0.015183,0,9.117,0.027,0
83,119,285,321,-20.741484,0.015396,0,7.39637,0.02156,0
83,120,286,323,-21.524827,0.012778,0,8.85466,0.01999,0
83,121,287,325,-20.645896,0.00918,0,7.19239,0.01573,0
83,122,288,327,-21.064504,0.005111,0,8.48993,0.01051,0
83,123,289,329,-20.028278,0.007632,0,7.03509,0.00911,0
83,124,290,331,-20.054627,0.002397,0,8.09767,0.00784,0
83,125,291,333,-18.870223,0.002304,0,6.88691,0.00271,0
83,126,292,335,-18.258662,0.001364,0,7.45976,0.00186,0
